Period,Site,Hard Coral Cover,Hard Coral Cover_N,Hard Coral Cover_SD,Hard Coral Cover_SE,Hard Coral Cover_CI_low,Hard Coral Cover_CI_high,Hard Coral Cover_EB_low,Hard Coral Cover_EB_high,Soft Coral Cover,Soft Coral Cover_N,Soft Coral Cover_SD,Soft Coral Cover_SE,Soft Coral Cover_CI_low,Soft Coral Cover_CI_high,Soft Coral Cover_EB_low,Soft Coral Cover_EB_high,Fresh Algae Cover,Fresh Algae Cover_N,Fresh Algae Cover_SD,Fresh Algae Cover_SE,Fresh Algae Cover_CI_low,Fresh Algae Cover_CI_high,Fresh Algae Cover_EB_low,Fresh Algae Cover_EB_high,Rubble Cover,Rubble Cover_N,Rubble Cover_SD,Rubble Cover_SE,Rubble Cover_CI_low,Rubble Cover_CI_high,Rubble Cover_EB_low,Rubble Cover_EB_high,Bleaching,Bleaching_N,Bleaching_SD,Bleaching_SE,Bleaching_CI_low,Bleaching_CI_high,Bleaching_EB_low,Bleaching_EB_high
Autumn/Winter 17/18,Maluay Malatapay MPA,37.07,25,15.37,3.07,30.72,43.41,33.99,40.14,0.63,25,1.37,0.27,0.07,1.2,0.36,0.91,18.17,25,11.52,2.3,13.41,22.92,15.86,20.47,8.07,25,8.69,1.74,4.48,11.65,6.33,9.8,3.07,25,4.78,0.96,1.09,5.04,2.11,4.02
Spring/Summer 18,Maluay Malatapay MPA,25.28,30,13.05,2.38,20.41,30.15,22.9,27.66,0.22,30,0.65,0.12,0.0,0.47,0.1,0.34,28.61,30,14.65,2.67,23.14,34.08,25.94,31.29,7.89,30,9.03,1.65,4.52,11.26,6.24,9.54,1.17,30,1.8,0.33,0.49,1.84,0.84,1.5
Autumn/Winter 18/19,Maluay Malatapay MPA,22.88,40,14.8,2.34,18.14,27.61,20.54,25.21,0.35,40,1.35,0.21,0.0,0.78,0.14,0.57,32.12,40,16.2,2.56,26.94,37.31,29.56,34.69,10.83,40,9.7,1.53,7.73,13.93,9.3,12.37,1.48,40,1.85,0.29,0.89,2.07,1.19,1.77
Spring/Summer 19,Maluay Malatapay MPA,22.15,33,11.61,2.02,18.03,26.26,20.13,24.17,0.33,33,0.81,0.14,0.04,0.61,0.19,0.47,26.16,33,11.61,2.02,22.05,30.28,24.14,28.18,19.95,33,13.78,2.4,15.06,24.84,17.55,22.35,0.83,33,1.08,0.19,0.45,1.22,0.64,1.02
Autumn/Winter 19/20,Maluay Malatapay MPA,21.59,31,12.57,2.26,16.98,26.2,19.33,23.84,0.19,31,0.51,0.09,0.0,0.38,0.1,0.28,33.12,31,12.66,2.27,28.48,37.76,30.85,35.39,11.37,31,8.42,1.51,8.28,14.46,9.86,12.88,2.72,31,3.42,0.61,1.46,3.97,2.1,3.33
Spring/Summer 21,Maluay Malatapay MPA,33.03,11,13.83,4.17,23.74,42.32,28.86,37.2,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,24.09,11,4.24,1.28,21.24,26.94,22.81,25.37,7.12,11,6.89,2.08,2.5,11.75,5.05,9.2,8.56,11,3.5,1.05,6.21,10.91,7.51,9.62
Spring/Summer 22,Maluay Malatapay MPA,27.02,47,12.39,1.81,23.38,30.66,25.21,28.83,0.83,47,2.85,0.42,0.0,1.67,0.42,1.25,29.63,47,11.11,1.62,26.37,32.89,28.01,31.25,12.94,47,7.95,1.16,10.61,15.28,11.78,14.1,7.52,47,7.05,1.03,5.45,9.59,6.49,8.55
Autumn/Winter 22/23,Maluay Malatapay MPA,26.16,36,15.5,2.58,20.91,31.4,23.57,28.74,0.56,36,2.12,0.35,0.0,1.27,0.2,0.91,30.93,36,9.84,1.64,27.6,34.26,29.29,32.57,12.18,36,10.71,1.79,8.55,15.8,10.39,13.96,11.5,36,9.73,1.62,8.21,14.8,9.88,13.13
Spring/Summer 23,Maluay Malatapay MPA,25.0,38,16.18,2.62,19.68,30.32,22.38,27.62,0.07,38,0.23,0.04,0.0,0.14,0.03,0.1,20.92,38,11.76,1.91,17.06,24.79,19.01,22.83,24.82,38,16.29,2.64,19.47,30.18,22.18,27.47,4.47,38,6.63,1.07,2.3,6.65,3.4,5.55
Autumn/Winter 23/24,Maluay Malatapay MPA,17.33,34,12.56,2.15,12.95,21.71,15.17,19.48,1.03,34,3.85,0.66,0.0,2.37,0.37,1.69,25.17,34,9.64,1.65,21.81,28.53,23.52,26.82,34.24,34,15.46,2.65,28.85,39.63,31.59,36.89,3.04,34,4.41,0.76,1.5,4.58,2.28,3.8
Spring/Summer 24,Maluay Malatapay MPA,21.56,40,15.12,2.39,16.73,26.4,19.17,23.95,1.19,40,5.02,0.79,0.0,2.79,0.39,1.98,28.02,40,13.27,2.1,23.78,32.26,25.92,30.12,20.94,40,16.39,2.59,15.69,26.18,18.35,23.53,3.23,40,5.29,0.84,1.54,4.92,2.39,4.07
Autumn/Winter 24/25,Maluay Malatapay MPA,17.83,30,12.86,2.35,13.03,22.64,15.48,20.18,0.5,30,1.75,0.32,0.0,1.15,0.18,0.82,29.33,30,11.92,2.18,24.88,33.78,27.16,31.51,22.97,30,11.91,2.18,18.52,27.42,20.8,25.15,1.42,30,2.51,0.46,0.48,2.35,0.96,1.87
Spring/Summer 25,Maluay Malatapay MPA,19.64,49,13.75,1.96,15.69,23.59,17.68,21.61,0.31,49,0.72,0.1,0.1,0.51,0.2,0.41,28.23,49,13.37,1.91,24.39,32.07,26.32,30.14,23.52,49,15.47,2.21,19.08,27.96,21.31,25.73,1.79,49,3.7,0.53,0.72,2.85,1.26,2.31
