Period,Site,Hard Coral Cover,Hard Coral Cover_N,Hard Coral Cover_SD,Hard Coral Cover_SE,Hard Coral Cover_CI_low,Hard Coral Cover_CI_high,Hard Coral Cover_EB_low,Hard Coral Cover_EB_high,Soft Coral Cover,Soft Coral Cover_N,Soft Coral Cover_SD,Soft Coral Cover_SE,Soft Coral Cover_CI_low,Soft Coral Cover_CI_high,Soft Coral Cover_EB_low,Soft Coral Cover_EB_high,Fresh Algae Cover,Fresh Algae Cover_N,Fresh Algae Cover_SD,Fresh Algae Cover_SE,Fresh Algae Cover_CI_low,Fresh Algae Cover_CI_high,Fresh Algae Cover_EB_low,Fresh Algae Cover_EB_high,Rubble Cover,Rubble Cover_N,Rubble Cover_SD,Rubble Cover_SE,Rubble Cover_CI_low,Rubble Cover_CI_high,Rubble Cover_EB_low,Rubble Cover_EB_high,Bleaching,Bleaching_N,Bleaching_SD,Bleaching_SE,Bleaching_CI_low,Bleaching_CI_high,Bleaching_EB_low,Bleaching_EB_high
Autumn/Winter 17/18,Andulay MPA,43.07,29,17.13,3.18,36.56,49.59,39.89,46.26,6.18,29,6.04,1.12,3.88,8.48,5.06,7.3,8.91,29,8.79,1.63,5.57,12.25,7.28,10.54,12.73,29,11.14,2.07,8.49,16.97,10.66,14.8,5.72,29,6.5,1.21,3.24,8.19,4.51,6.93
Spring/Summer 18,Andulay MPA,42.02,33,13.7,2.38,37.16,46.88,39.64,44.4,4.42,33,3.87,0.67,3.05,5.79,3.75,5.09,15.98,33,9.04,1.57,12.78,19.19,14.41,17.56,7.37,33,5.32,0.93,5.49,9.26,6.45,8.3,1.69,33,1.82,0.32,1.05,2.34,1.37,2.01
Autumn/Winter 18/19,Andulay MPA,41.72,34,10.01,1.72,38.22,45.21,40.0,43.43,4.39,34,3.68,0.63,3.1,5.67,3.76,5.02,17.35,34,8.05,1.38,14.55,20.16,15.97,18.73,8.55,34,7.18,1.23,6.05,11.06,7.32,9.78,4.73,34,4.98,0.85,2.99,6.47,3.88,5.58
Spring/Summer 19,Andulay MPA,38.29,39,11.41,1.83,34.59,41.99,36.46,40.12,5.28,39,4.79,0.77,3.72,6.83,4.51,6.05,14.12,39,6.55,1.05,12.0,16.25,13.08,15.17,15.28,39,11.34,1.82,11.6,18.95,13.46,17.09,2.63,39,3.36,0.54,1.54,3.72,2.09,3.17
Autumn/Winter 19/20,Andulay MPA,33.47,24,10.08,2.06,29.22,37.73,31.42,35.53,9.03,24,4.63,0.95,7.07,10.98,8.08,9.97,17.05,24,7.69,1.57,13.8,20.3,15.48,18.62,8.82,24,7.62,1.55,5.6,12.04,7.26,10.37,3.3,24,3.92,0.8,1.64,4.95,2.5,4.1
Spring/Summer 21,Andulay MPA,42.5,9,9.37,3.12,35.3,49.7,39.38,45.62,8.33,9,5.42,1.81,4.17,12.5,6.53,10.14,19.54,9,8.29,2.76,13.16,25.91,16.77,22.3,6.48,9,7.29,2.43,0.88,12.08,4.05,8.91,13.61,9,8.54,2.85,7.05,20.17,10.76,16.46
Spring/Summer 22,Andulay MPA,27.0,35,10.66,1.8,23.34,30.66,25.2,28.8,12.5,35,9.02,1.52,9.4,15.6,10.98,14.02,16.38,35,8.01,1.35,13.63,19.13,15.03,17.73,13.14,35,8.29,1.4,10.3,15.99,11.74,14.54,7.64,35,4.74,0.8,6.02,9.27,6.84,8.44
Autumn/Winter 22/23,Andulay MPA,29.55,35,9.97,1.68,26.12,32.97,27.86,31.23,11.4,35,7.52,1.27,8.82,13.99,10.13,12.68,17.36,35,8.53,1.44,14.43,20.29,15.91,18.8,11.14,35,11.25,1.9,7.28,15.01,9.24,13.04,10.26,35,8.47,1.43,7.35,13.17,8.83,11.69
Spring/Summer 23,Andulay MPA,28.0,45,12.2,1.82,24.33,31.67,26.18,29.82,10.19,45,6.11,0.91,8.35,12.02,9.27,11.1,14.94,45,8.25,1.23,12.47,17.42,13.71,16.17,19.26,45,13.57,2.02,15.18,23.34,17.24,21.28,5.63,45,6.34,0.95,3.72,7.53,4.68,6.58
Autumn/Winter 23/24,Andulay MPA,21.21,31,12.81,2.3,16.51,25.91,18.91,23.51,10.08,31,7.87,1.41,7.19,12.97,8.67,11.49,13.01,31,6.69,1.2,10.56,15.46,11.81,14.21,24.57,31,13.83,2.48,19.5,29.64,22.09,27.05,2.07,31,5.6,1.01,0.02,4.12,1.06,3.08
Spring/Summer 24,Andulay MPA,27.4,33,13.58,2.36,22.58,32.21,25.04,29.76,12.55,33,6.82,1.19,10.13,14.97,11.36,13.74,16.11,33,8.94,1.56,12.94,19.28,14.56,17.67,14.85,33,8.65,1.51,11.78,17.92,13.34,16.35,4.47,33,5.87,1.02,2.39,6.55,3.45,5.49
Autumn/Winter 24/25,Andulay MPA,25.34,32,9.54,1.69,21.9,28.78,23.65,27.02,8.65,32,4.83,0.85,6.9,10.39,7.79,9.5,15.21,32,10.3,1.82,11.49,18.92,13.39,17.03,17.21,32,11.51,2.03,13.06,21.36,15.18,19.25,1.07,32,1.53,0.27,0.52,1.62,0.8,1.34
Spring/Summer 25,Andulay MPA,27.4,41,8.75,1.37,24.64,30.16,26.03,28.77,8.39,41,4.31,0.67,7.03,9.75,7.72,9.07,18.9,41,10.36,1.62,15.63,22.17,17.28,20.52,15.3,41,10.14,1.58,12.1,18.51,13.72,16.89,3.41,41,5.1,0.8,1.81,5.02,2.62,4.21
