Observer_name_1,Observer_name_2,Date,Site,Zone,Depth,Water_Temp,Visibility,Current,Group,Size,Diver_1_count,Diver_2_count,Total,Survey_Status,Survey_ID
Laura Schram,Laura Schram,2018-05-18 00:00:00,DAUIN POBLACION MPA,1,Medium,29,12,0,Coralliophila,0-5,0,0,0,1,676d3e21399de246bcff95d5
Laura Schram,Laura Schram,2018-05-18 00:00:00,DAUIN POBLACION MPA,1,Medium,29,12,0,Coralliophila,0-5,10,0,10,1,676d3e21399de246bcff95d5
Laura Schram,Laura Schram,2018-05-18 00:00:00,DAUIN POBLACION MPA,1,Medium,29,12,0,Drupella,0-5,2,0,2,1,676d3e21399de246bcff95d5
Nora Hyman,Daniel Løvborg,2018-05-18 00:00:00,DAUIN POBLACION MPA,3,Medium,29,12,1,Trash - Plastic Bag,20-30,1,0,1,1,676d3e21399de246bcff95da
Nora Hyman,Daniel Løvborg,2018-05-18 00:00:00,DAUIN POBLACION MPA,3,Medium,29,12,1,Drupella,0-5,4,0,4,1,676d3e21399de246bcff95da
Nora Hyman,Daniel Løvborg,2018-05-18 00:00:00,DAUIN POBLACION MPA,3,Medium,29,12,1,Coralliophila,0-5,6,0,6,1,676d3e21399de246bcff95da
Nora Hyman,Daniel Løvborg,2018-05-18 00:00:00,DAUIN POBLACION MPA,3,Medium,29,12,1,Trash - Soft Plastic Wrapper,5-10,1,0,1,1,676d3e21399de246bcff95da
Nora Hyman,Daniel Løvborg,2018-05-18 00:00:00,DAUIN POBLACION MPA,3,Medium,29,12,1,Trash - Other,5-10,1,0,1,1,676d3e21399de246bcff95da
Nora Hyman,Daniel Løvborg,2018-05-18 00:00:00,DAUIN POBLACION MPA,3,Medium,29,12,1,Drupella,0-5,6,0,6,1,676d3e21399de246bcff95da
Nora Hyman,Daniel Løvborg,2018-05-18 00:00:00,DAUIN POBLACION MPA,3,Medium,29,12,1,Coralliophila,0-5,12,0,12,1,676d3e21399de246bcff95da
Elias Koch,Nora Hyman,2018-05-21 00:00:00,Andulay MPA,1,Shallow,31,14,0,Drupella,0-5,4,0,4,1,676d3e21399de246bcff95e2
Elias Koch,Nora Hyman,2018-05-21 00:00:00,Andulay MPA,1,Shallow,31,14,0,Crown of Thorns,30-40,2,0,2,1,676d3e21399de246bcff95e2
Elias Koch,Nora Hyman,2018-05-21 00:00:00,Andulay MPA,1,Shallow,31,14,0,Drupella,0-5,9,0,9,1,676d3e21399de246bcff95e2
Elias Koch,Nora Hyman,2018-05-21 00:00:00,Andulay MPA,1,Shallow,31,14,0,Crown of Thorns,30-40,1,0,1,1,676d3e21399de246bcff95e2
Julie Rieland,Tobias Juul ,2018-05-21 00:00:00,Andulay MPA,1,Shallow,31,14,0,Trash - Fishing Line,>120,1,0,1,1,676d3e21399de246bcff95e7
Julie Rieland,Tobias Juul ,2018-05-21 00:00:00,Andulay MPA,1,Shallow,31,14,0,Crown of Thorns,30-40,3,0,3,1,676d3e21399de246bcff95e7
Julie Rieland,Tobias Juul ,2018-05-21 00:00:00,Andulay MPA,1,Shallow,31,14,0,Drupella,0-5,32,0,32,1,676d3e21399de246bcff95e7
Julie Rieland,Tobias Juul ,2018-05-21 00:00:00,Andulay MPA,1,Shallow,31,14,0,Trash - Fishing Line,>120,1,0,1,1,676d3e21399de246bcff95e7
Julie Rieland,Tobias Juul ,2018-05-21 00:00:00,Andulay MPA,1,Shallow,31,14,0,Crown of Thorns,30-40,3,0,3,1,676d3e21399de246bcff95e7
Julie Rieland,Tobias Juul ,2018-05-21 00:00:00,Andulay MPA,1,Shallow,31,14,0,Drupella,0-5,12,0,12,1,676d3e21399de246bcff95e7
Nora Hyman,Ernst Noyons,2018-05-21 00:00:00,Andulay MPA,1,Medium,31,14,0,Drupella,0-5,11,0,11,1,676d3e21399de246bcff95ee
Nora Hyman,Ernst Noyons,2018-05-21 00:00:00,Andulay MPA,1,Medium,31,14,0,Drupella,0-5,17,0,17,1,676d3e21399de246bcff95ee
Nora Hyman,Ernst Noyons,2018-05-21 00:00:00,Andulay MPA,1,Medium,31,14,0,Drupella,0-5,5,0,5,1,676d3e21399de246bcff95ee
Nora Hyman,Ernst Noyons,2018-05-21 00:00:00,Andulay MPA,1,Medium,31,14,0,Drupella,0-5,4,0,4,1,676d3e21399de246bcff95ee
Laura Schram,Laura Schram,2018-05-21 00:00:00,Andulay MPA,1,Deep,31,12,1,Trash - Fishing Line,>120,2,0,2,1,676d3e21399de246bcff95f3
Laura Schram,Laura Schram,2018-05-21 00:00:00,Andulay MPA,1,Deep,31,12,1,Drupella,0-5,2,0,2,1,676d3e21399de246bcff95f3
Laura Schram,Laura Schram,2018-05-21 00:00:00,Andulay MPA,1,Deep,31,12,1,Crown of Thorns,30-40,2,0,2,1,676d3e21399de246bcff95f3
Laura Schram,Laura Schram,2018-05-21 00:00:00,Andulay MPA,1,Deep,31,12,1,Drupella,0-5,10,0,10,1,676d3e21399de246bcff95f3
Julie Rieland,Tobias Juul ,2018-05-25 00:00:00,Lutoban South MPA,2,Shallow,29,12,0,Trash - Fishing Line,>120,1,0,1,1,676d3e21399de246bcff95f8
Julie Rieland,Tobias Juul ,2018-05-25 00:00:00,Lutoban South MPA,2,Shallow,29,12,0,Crown of Thorns,30-40,1,0,1,1,676d3e21399de246bcff95f8
Julie Rieland,Tobias Juul ,2018-05-25 00:00:00,Lutoban South MPA,2,Shallow,29,12,0,Drupella,0-5,5,0,5,1,676d3e21399de246bcff95f8
Ernst Noyons,Elias Koch,2018-05-25 00:00:00,Lutoban South MPA,1,Medium,29,12,0,Drupella,0-5,3,0,3,1,676d3e21399de246bcff95fc
Ernst Noyons,Elias Koch,2018-05-25 00:00:00,Lutoban South MPA,1,Medium,29,12,0,Crown of Thorns,30-40,1,0,1,1,676d3e21399de246bcff95fc
Ernst Noyons,Elias Koch,2018-05-25 00:00:00,Lutoban South MPA,2,Medium,29,12,0,Drupella,0-5,1,0,1,1,676d3e21399de246bcff95ff
Ernst Noyons,Elias Koch,2018-05-25 00:00:00,Lutoban South MPA,2,Medium,29,12,0,Trash - Soft Plastic Wrapper,5-10,1,0,1,1,676d3e21399de246bcff95ff
Raffy Casinares,Tobias Juul ,2018-05-25 00:00:00,Lutoban South MPA,2,Medium,29,12,0,Drupella,0-5,4,0,4,1,676d3e21399de246bcff9602
Ernst Noyons,Elias Koch,2018-05-25 00:00:00,Lutoban South MPA,1,Deep,29,12,0,Trash - Plastic Bag,20-30,1,0,1,1,676d3e21399de246bcff9604
Julie Rieland,Nora Hyman,2018-05-25 00:00:00,Lutoban South MPA,1,Deep,29,12,0,Trash - Fishing Line,>120,5,0,5,1,676d3e21399de246bcff9606
Julie Rieland,Nora Hyman,2018-05-25 00:00:00,Lutoban South MPA,1,Deep,29,12,0,Drupella,0-5,4,0,4,1,676d3e21399de246bcff9606
Julie Rieland,Nora Hyman,2018-05-25 00:00:00,Lutoban South MPA,1,Deep,29,12,0,Trash - Soft Plastic Wrapper,5-10,1,0,1,1,676d3e21399de246bcff9606
Raffy Casinares,Tobias Juul ,2018-05-25 00:00:00,Lutoban South MPA,2,Deep,29,12,0,Crown of Thorns,30-40,1,0,1,1,676d3e21399de246bcff960a
Raffy Casinares,Tobias Juul ,2018-05-25 00:00:00,Lutoban South MPA,2,Deep,29,12,0,Drupella,0-5,2,0,2,1,676d3e21399de246bcff960a
Elias Koch,Ernst Noyons,2018-05-26 00:00:00,Lutoban North MPA,2,Shallow,29,8,1,Drupella,0-5,1,0,1,1,676d3e21399de246bcff960d
Elias Koch,Ernst Noyons,2018-05-26 00:00:00,Lutoban North MPA,2,Shallow,29,8,1,Crown of Thorns,30-40,1,0,1,1,676d3e21399de246bcff960d
Elias Koch,Ernst Noyons,2018-05-26 00:00:00,Lutoban North MPA,2,Shallow,29,8,1,Drupella,0-5,4,0,4,1,676d3e21399de246bcff960d
Elias Koch,Ernst Noyons,2018-05-26 00:00:00,Lutoban North MPA,2,Medium,29,8,1,Drupella,0-5,1,0,1,1,676d3e21399de246bcff9611
Ernst Noyons,Nora Hyman,2018-05-28 00:00:00,DAUIN POBLACION MPA,2,Medium,29,8,1,Coralliophila,0-5,5,0,5,1,676d3e21399de246bcff9613
Ernst Noyons,Nora Hyman,2018-05-28 00:00:00,DAUIN POBLACION MPA,3,Deep,29,8,1,Trash - Soft Plastic Wrapper,5-10,2,0,2,1,676d3e21399de246bcff9615
Julie Rieland,Tobias Juul ,2018-05-28 00:00:00,DAUIN POBLACION MPA,1,Deep,29,8,1,Drupella,0-5,2,0,2,1,676d3e21399de246bcff9617
Julie Rieland,Tobias Juul ,2018-05-28 00:00:00,DAUIN POBLACION MPA,1,Deep,29,8,1,Trash - Fishing Line,>120,2,0,2,1,676d3e21399de246bcff9617
Julie Rieland,Tobias Juul ,2018-05-28 00:00:00,DAUIN POBLACION MPA,1,Deep,29,8,1,Trash - Fishing Line,>120,2,0,2,1,676d3e21399de246bcff9617
Julie Rieland,Tobias Juul ,2018-05-28 00:00:00,DAUIN POBLACION MPA,1,Deep,29,8,1,Crown of Thorns,30-40,2,0,2,1,676d3e21399de246bcff9617
Nora Hyman,Ernst Noyons,2018-05-29 00:00:00,Basak Can-Unsang MPA,1,Shallow,30,12,2,Trash - Plastic Bag,20-30,1,0,1,1,676d3e21399de246bcff961c
Nora Hyman,Ernst Noyons,2018-05-29 00:00:00,Basak Can-Unsang MPA,1,Shallow,30,12,2,Drupella,0-5,3,0,3,1,676d3e21399de246bcff961c
Nora Hyman,Ernst Noyons,2018-05-29 00:00:00,Basak Can-Unsang MPA,1,Shallow,30,12,2,Coralliophila,0-5,2,0,2,1,676d3e21399de246bcff961c
Nora Hyman,Ernst Noyons,2018-05-29 00:00:00,Basak Can-Unsang MPA,1,Shallow,30,12,2,Trash - Soft Plastic Wrapper,5-10,1,0,1,1,676d3e21399de246bcff961c
Nora Hyman,Ernst Noyons,2018-05-29 00:00:00,Basak Can-Unsang MPA,1,Shallow,30,12,2,Trash - Plastic Bag,20-30,3,0,3,1,676d3e21399de246bcff961c
Nora Hyman,Ernst Noyons,2018-05-29 00:00:00,Basak Can-Unsang MPA,1,Shallow,30,12,2,Coralliophila,0-5,1,0,1,1,676d3e21399de246bcff961c
Nora Hyman,Ernst Noyons,2018-05-29 00:00:00,Basak Can-Unsang MPA,1,Shallow,30,12,2,Drupella,0-5,17,0,17,1,676d3e21399de246bcff961c
Nora Hyman,Ernst Noyons,2018-05-29 00:00:00,Basak Can-Unsang MPA,1,Deep,30,12,1,Drupella,0-5,1,0,1,1,676d3e21399de246bcff9624
Nora Hyman,Ernst Noyons,2018-05-29 00:00:00,Basak Can-Unsang MPA,1,Deep,30,12,1,Trash - Fishing Line,>120,1,0,1,1,676d3e21399de246bcff9624
Nora Hyman,Ernst Noyons,2018-05-29 00:00:00,Basak Can-Unsang MPA,1,Deep,30,12,1,Trash - Plastic Bag,20-30,1,0,1,1,676d3e21399de246bcff9624
Nora Hyman,Ernst Noyons,2018-05-29 00:00:00,Basak Can-Unsang MPA,1,Deep,30,12,1,Coralliophila,0-5,1,0,1,1,676d3e21399de246bcff9624
Nora Hyman,Ernst Noyons,2018-05-29 00:00:00,Basak Can-Unsang MPA,1,Deep,30,12,1,Drupella,0-5,1,0,1,1,676d3e21399de246bcff9624
Nora Hyman,Ernst Noyons,2018-05-29 00:00:00,Basak Can-Unsang MPA,1,Deep,30,12,1,Trash - Soft Plastic Wrapper,5-10,2,0,2,1,676d3e21399de246bcff9624
Nora Hyman,Ernst Noyons,2018-05-29 00:00:00,Basak Can-Unsang MPA,1,Deep,30,12,2,Trash - Plastic Bag,20-30,2,0,2,1,676d3e21399de246bcff962b
Nora Hyman,Ernst Noyons,2018-05-29 00:00:00,Basak Can-Unsang MPA,1,Deep,30,12,2,Drupella,0-5,1,0,1,1,676d3e21399de246bcff962b
Ernst Noyons,Julie Rieland,2018-05-30 00:00:00,UNITY POINT,1,Shallow,29,8,2,Trash - Fish Cage (not in use),>120,1,0,1,1,676d3e21399de246bcff962e
Ernst Noyons,Julie Rieland,2018-05-30 00:00:00,UNITY POINT,1,Shallow,29,8,2,Trash - Fishing Line,>120,2,0,2,1,676d3e21399de246bcff962e
Ernst Noyons,Julie Rieland,2018-05-30 00:00:00,UNITY POINT,1,Shallow,29,8,2,Drupella,0-5,2,0,2,1,676d3e21399de246bcff962e
Ernst Noyons,Julie Rieland,2018-05-30 00:00:00,UNITY POINT,1,Shallow,29,8,2,Trash - Textiles and Bags,50-60,1,0,1,1,676d3e21399de246bcff962e
Ernst Noyons,Julie Rieland,2018-05-30 00:00:00,UNITY POINT,1,Medium,29,8,4,Trash - Fish Cage (not in use),>120,1,0,1,1,676d3e21399de246bcff9633
Ernst Noyons,Julie Rieland,2018-05-30 00:00:00,UNITY POINT,1,Deep,29,8,2,Trash - Fishing Line,>120,3,0,3,1,676d3e21399de246bcff9635
Ernst Noyons,Julie Rieland,2018-05-30 00:00:00,UNITY POINT,1,Deep,29,8,2,Trash - Fishing Line,>120,2,0,2,1,676d3e21399de246bcff9635
Ernst Noyons,Julie Rieland,2018-05-30 00:00:00,UNITY POINT,1,Deep,29,8,2,Drupella,0-5,3,0,3,1,676d3e21399de246bcff9635
Ernst Noyons,Julie Rieland,2018-05-30 00:00:00,UNITY POINT,1,Deep,29,8,4,Trash - Fish Cage (not in use),>120,1,0,1,1,676d3e21399de246bcff9639
Ernst Noyons,Julie Rieland,2018-05-30 00:00:00,UNITY POINT,1,Deep,29,8,4,Trash - Fishing Line,>120,3,0,3,1,676d3e21399de246bcff9639
Tobias Juul ,Tobias Juul ,2018-05-30 00:00:00,UNITY POINT,1,Deep,29,8,4,Drupella,0-5,1,0,1,1,676d3e21399de246bcff963c
Raffy Casinares,Nora Hyman,2018-06-01 00:00:00,Guinsuan MPA,1,Shallow,30,12,2,Drupella,0-5,2,0,2,1,676d3e20399de246bcff9154
Raffy Casinares,Nora Hyman,2018-06-01 00:00:00,Guinsuan MPA,1,Shallow,30,12,2,Coralliophila,0-5,1,0,1,1,676d3e20399de246bcff9154
Raffy Casinares,Nora Hyman,2018-06-01 00:00:00,Guinsuan MPA,1,Medium,30,12,2,Trash - Fishing Line,>120,1,0,1,1,676d3e20399de246bcff9157
Raffy Casinares,Nora Hyman,2018-06-01 00:00:00,Guinsuan MPA,1,Medium,30,12,2,Trash - Plastic Bag,20-30,1,0,1,1,676d3e20399de246bcff9157
Raffy Casinares,Nora Hyman,2018-06-01 00:00:00,Guinsuan MPA,1,Medium,30,12,4,Trash - Fishing Line,>120,2,0,2,1,676d3e20399de246bcff915a
Raffy Casinares,Nora Hyman,2018-06-01 00:00:00,Guinsuan MPA,1,Medium,30,12,4,Trash - Plastic Bag,20-30,1,0,1,1,676d3e20399de246bcff915a
Raffy Casinares,Nora Hyman,2018-06-01 00:00:00,Guinsuan MPA,1,Medium,30,12,4,Trash - Fishing Line,>120,1,0,1,1,676d3e20399de246bcff915a
Raffy Casinares,Nora Hyman,2018-06-01 00:00:00,Guinsuan MPA,1,Deep,30,12,1,Trash - Fishing Line,>120,3,0,3,1,676d3e20399de246bcff915e
Raffy Casinares,Nora Hyman,2018-06-01 00:00:00,Guinsuan MPA,1,Deep,30,12,1,Trash - Plastic Bag,20-30,1,0,1,1,676d3e20399de246bcff915e
Tobias Juul ,Julie Rieland,2018-06-01 00:00:00,Lutoban Pier,1,Shallow,30,12,1,Drupella,0-5,51,0,51,1,676d3e20399de246bcff9161
Tobias Juul ,Julie Rieland,2018-06-01 00:00:00,Lutoban Pier,1,Shallow,30,12,1,Coralliophila,0-5,4,0,4,1,676d3e20399de246bcff9161
Tobias Juul ,Julie Rieland,2018-06-01 00:00:00,Lutoban Pier,1,Shallow,30,12,1,Trash - Paper and Card,5-10,1,0,1,1,676d3e20399de246bcff9161
Tobias Juul ,Julie Rieland,2018-06-01 00:00:00,Lutoban Pier,1,Shallow,30,12,1,Drupella,0-5,13,0,13,1,676d3e20399de246bcff9161
Tobias Juul ,Julie Rieland,2018-06-01 00:00:00,Lutoban Pier,1,Shallow,30,12,1,Coralliophila,0-5,9,0,9,1,676d3e20399de246bcff9161
Tobias Juul ,Julie Rieland,2018-06-01 00:00:00,Lutoban Pier,1,Shallow,30,12,1,Trash - Soft Plastic Wrapper,5-10,1,0,1,1,676d3e20399de246bcff9161
Tobias Juul ,Julie Rieland,2018-06-01 00:00:00,Lutoban Pier,1,Shallow,30,12,1,Drupella,0-5,10,0,10,1,676d3e20399de246bcff9161
Laura Schram,Ernst Noyons,2018-06-01 00:00:00,Lutoban Pier,1,Medium,29,12,1,Drupella,0-5,1,0,1,1,676d3e20399de246bcff9169
Laura Schram,Ernst Noyons,2018-06-01 00:00:00,Lutoban Pier,2,Medium,29,12,2,Drupella,0-5,2,0,2,1,676d3e20399de246bcff916b
Laura Schram,Ernst Noyons,2018-06-01 00:00:00,Lutoban Pier,2,Medium,29,12,2,Trash - Plastic Bag,20-30,1,0,1,1,676d3e20399de246bcff916b
Laura Schram,Ernst Noyons,2018-06-01 00:00:00,Lutoban Pier,2,Medium,29,12,2,Trash - Soft Plastic Wrapper,5-10,1,0,1,1,676d3e20399de246bcff916b
Laura Schram,Ernst Noyons,2018-06-01 00:00:00,Lutoban Pier,2,Medium,29,12,2,Drupella,0-5,1,0,1,1,676d3e20399de246bcff916b
Laura Schram,Ernst Noyons,2018-06-01 00:00:00,Lutoban Pier,2,Medium,29,12,2,Trash - Soft Plastic Wrapper,5-10,1,0,1,1,676d3e20399de246bcff916b
Laura Schram,Ernst Noyons,2018-06-01 00:00:00,Lutoban Pier,3,Medium,29,12,1,Coralliophila,0-5,6,0,6,1,676d3e20399de246bcff9171
Laura Schram,Ernst Noyons,2018-06-01 00:00:00,Lutoban Pier,3,Medium,29,12,1,Drupella,0-5,13,0,13,1,676d3e20399de246bcff9171
Laura Schram,Ernst Noyons,2018-06-01 00:00:00,Lutoban Pier,3,Medium,29,12,1,Drupella,0-5,8,0,8,1,676d3e20399de246bcff9171
Laura Schram,Ernst Noyons,2018-06-01 00:00:00,Lutoban Pier,3,Medium,29,12,1,Coralliophila,0-5,13,0,13,1,676d3e20399de246bcff9171
Tobias Juul ,Julie Rieland,2018-06-01 00:00:00,Lutoban Pier,1,Deep,30,12,1,Trash - Fishing Line,>120,1,0,1,1,676d3e20399de246bcff9176
Tobias Juul ,Julie Rieland,2018-06-01 00:00:00,Lutoban Pier,1,Deep,30,12,1,Trash - Fishing Line,>120,1,0,1,1,676d3e20399de246bcff9176
Tobias Juul ,Julie Rieland,2018-06-01 00:00:00,Lutoban Pier,1,Deep,30,12,1,Trash - Soft Plastic Wrapper,5-10,2,0,2,1,676d3e20399de246bcff9176
Ernst Noyons,Julie Rieland,2018-06-04 00:00:00,Lutoban South MPA,1,Shallow,29,12,1,Trash - Fishing Line,>120,1,0,1,1,676d3e20399de246bcff917a
Ernst Noyons,Julie Rieland,2018-06-04 00:00:00,Lutoban South MPA,1,Shallow,29,12,1,Drupella,0-5,29,0,29,1,676d3e20399de246bcff917a
Ernst Noyons,Julie Rieland,2018-06-04 00:00:00,Lutoban South MPA,1,Shallow,29,12,1,Trash - Soft Plastic Wrapper,5-10,1,0,1,1,676d3e20399de246bcff917a
Ernst Noyons,Julie Rieland,2018-06-04 00:00:00,Lutoban South MPA,1,Shallow,29,12,1,Drupella,0-5,20,0,20,1,676d3e20399de246bcff917a
Ernst Noyons,Julie Rieland,2018-06-04 00:00:00,Lutoban South MPA,1,Shallow,29,12,1,Drupella,0-5,67,0,67,1,676d3e20399de246bcff917a
Ernst Noyons,Julie Rieland,2018-06-04 00:00:00,Lutoban South MPA,1,Medium,29,12,1,Drupella,0-5,8,0,8,1,676d3e20399de246bcff9180
Ernst Noyons,Julie Rieland,2018-06-04 00:00:00,Lutoban South MPA,1,Medium,29,12,1,Trash - Glass and Ceramics,20-30,1,0,1,1,676d3e20399de246bcff9180
Ernst Noyons,Julie Rieland,2018-06-04 00:00:00,Lutoban South MPA,1,Medium,29,12,1,Trash - Plastic Bag,20-30,1,0,1,1,676d3e20399de246bcff9180
Ernst Noyons,Julie Rieland,2018-06-04 00:00:00,Lutoban South MPA,1,Medium,29,12,1,Trash - Soft Plastic Wrapper,5-10,6,0,6,1,676d3e20399de246bcff9180
Ernst Noyons,Julie Rieland,2018-06-04 00:00:00,Lutoban South MPA,1,Medium,29,12,1,Drupella,0-5,4,0,4,1,676d3e20399de246bcff9180
Ernst Noyons,Julie Rieland,2018-06-04 00:00:00,Lutoban South MPA,1,Medium,29,12,1,Trash - Soft Plastic Wrapper,5-10,2,0,2,1,676d3e20399de246bcff9180
Ernst Noyons,Julie Rieland,2018-06-04 00:00:00,Lutoban South MPA,1,Medium,29,12,1,Drupella,0-5,8,0,8,1,676d3e20399de246bcff9180
Ernst Noyons,Julie Rieland,2018-06-04 00:00:00,Lutoban South MPA,1,Medium,29,12,1,Trash - Soft Plastic Wrapper,5-10,2,0,2,1,676d3e20399de246bcff9180
Ernst Noyons,Julie Rieland,2018-06-04 00:00:00,Lutoban South MPA,1,Medium,29,12,1,Drupella,0-5,9,0,9,1,676d3e20399de246bcff9180
Ernst Noyons,Julie Rieland,2018-06-04 00:00:00,Lutoban South MPA,1,Medium,29,12,1,Trash - Glass and Ceramics,20-30,1,0,1,1,676d3e20399de246bcff9180
Nora Hyman,Tobias Juul ,2018-06-04 00:00:00,Lutoban South MPA,1,Medium,29,12,1,Trash - Fishing Line,>120,7,0,7,1,676d3e20399de246bcff918b
Nora Hyman,Tobias Juul ,2018-06-04 00:00:00,Lutoban South MPA,1,Medium,29,12,1,Trash - Soft Plastic Wrapper,5-10,1,0,1,1,676d3e20399de246bcff918b
Nora Hyman,Tobias Juul ,2018-06-04 00:00:00,Lutoban South MPA,1,Deep,29,12,1,Trash - Fishing Line,>120,7,0,7,1,676d3e20399de246bcff918e
Nora Hyman,Tobias Juul ,2018-06-04 00:00:00,Lutoban South MPA,1,Deep,29,12,1,Trash - Ghost Net,>120,1,0,1,1,676d3e20399de246bcff918e
Nora Hyman,Tobias Juul ,2018-06-04 00:00:00,Lutoban South MPA,1,Deep,29,12,1,Trash - Fishing Line,>120,5,0,5,1,676d3e20399de246bcff918e
Nora Hyman,Tobias Juul ,2018-06-04 00:00:00,Lutoban South MPA,1,Deep,29,12,1,Drupella,0-5,3,0,3,1,676d3e20399de246bcff918e
Nora Hyman,Tobias Juul ,2018-06-04 00:00:00,Lutoban South MPA,1,Deep,29,12,1,Trash - Fishing Line,>120,5,0,5,1,676d3e20399de246bcff918e
Nora Hyman,Tobias Juul ,2018-06-04 00:00:00,Lutoban South MPA,1,Deep,29,12,1,Drupella,0-5,2,0,2,1,676d3e20399de246bcff918e
Nora Hyman,Tobias Juul ,2018-06-04 00:00:00,Lutoban South MPA,1,Deep,29,12,1,Trash - Hard Plastic (Other),5-10,1,0,1,1,676d3e20399de246bcff918e
Nora Hyman,Tobias Juul ,2018-06-04 00:00:00,Lutoban South MPA,1,Deep,29,12,1,Trash - Soft Plastic Wrapper,5-10,3,0,3,1,676d3e20399de246bcff918e
Ernst Noyons,Julie Rieland,2018-06-04 00:00:00,Maluay Malatapay MPA,1,Shallow,29,12,1,Trash - Fishing Line,>120,1,0,1,1,676d3e22399de246bcff9a0e
Ernst Noyons,Julie Rieland,2018-06-04 00:00:00,Maluay Malatapay MPA,1,Shallow,29,12,1,Drupella,0-5,29,0,29,1,676d3e22399de246bcff9a0e
Ernst Noyons,Julie Rieland,2018-06-04 00:00:00,Maluay Malatapay MPA,1,Shallow,29,12,1,Trash - Soft Plastic Wrapper,5-10,1,0,1,1,676d3e22399de246bcff9a0e
Ernst Noyons,Julie Rieland,2018-06-04 00:00:00,Maluay Malatapay MPA,1,Shallow,29,12,1,Drupella,0-5,20,0,20,1,676d3e22399de246bcff9a0e
Ernst Noyons,Julie Rieland,2018-06-04 00:00:00,Maluay Malatapay MPA,1,Shallow,29,12,1,Drupella,0-5,67,0,67,1,676d3e22399de246bcff9a0e
Nora Hyman,Tobias Juul ,2018-06-04 00:00:00,Maluay Malatapay MPA,1,Medium,29,12,1,Trash - Fishing Line,>120,7,0,7,1,676d3e22399de246bcff9a14
Nora Hyman,Tobias Juul ,2018-06-04 00:00:00,Maluay Malatapay MPA,1,Medium,29,12,1,Trash - Soft Plastic Wrapper,5-10,1,0,1,1,676d3e22399de246bcff9a14
Ernst Noyons,Julie Rieland,2018-06-04 00:00:00,Maluay Malatapay MPA,1,Medium,29,12,1,Drupella,0-5,8,0,8,1,676d3e22399de246bcff9a17
Ernst Noyons,Julie Rieland,2018-06-04 00:00:00,Maluay Malatapay MPA,1,Medium,29,12,1,Trash - Glass and Ceramics,20-30,1,0,1,1,676d3e22399de246bcff9a17
Ernst Noyons,Julie Rieland,2018-06-04 00:00:00,Maluay Malatapay MPA,1,Medium,29,12,1,Trash - Plastic Bag,20-30,1,0,1,1,676d3e22399de246bcff9a17
Ernst Noyons,Julie Rieland,2018-06-04 00:00:00,Maluay Malatapay MPA,1,Medium,29,12,1,Trash - Soft Plastic Wrapper,5-10,6,0,6,1,676d3e22399de246bcff9a17
Ernst Noyons,Julie Rieland,2018-06-04 00:00:00,Maluay Malatapay MPA,1,Medium,29,12,1,Drupella,0-5,4,0,4,1,676d3e22399de246bcff9a17
Ernst Noyons,Julie Rieland,2018-06-04 00:00:00,Maluay Malatapay MPA,1,Medium,29,12,1,Trash - Soft Plastic Wrapper,5-10,2,0,2,1,676d3e22399de246bcff9a17
Ernst Noyons,Julie Rieland,2018-06-04 00:00:00,Maluay Malatapay MPA,1,Medium,29,12,1,Drupella,0-5,8,0,8,1,676d3e22399de246bcff9a17
Ernst Noyons,Julie Rieland,2018-06-04 00:00:00,Maluay Malatapay MPA,1,Medium,29,12,1,Trash - Soft Plastic Wrapper,5-10,2,0,2,1,676d3e22399de246bcff9a17
Ernst Noyons,Julie Rieland,2018-06-04 00:00:00,Maluay Malatapay MPA,1,Medium,29,12,1,Drupella,0-5,9,0,9,1,676d3e22399de246bcff9a17
Ernst Noyons,Julie Rieland,2018-06-04 00:00:00,Maluay Malatapay MPA,1,Medium,29,12,1,Trash - Glass and Ceramics,20-30,1,0,1,1,676d3e22399de246bcff9a17
Nora Hyman,Tobias Juul ,2018-06-04 00:00:00,Maluay Malatapay MPA,1,Deep,29,12,1,Trash - Fishing Line,>120,7,0,7,1,676d3e22399de246bcff9a22
Nora Hyman,Tobias Juul ,2018-06-04 00:00:00,Maluay Malatapay MPA,1,Deep,29,12,1,Trash - Ghost Net,>120,1,0,1,1,676d3e22399de246bcff9a22
Nora Hyman,Tobias Juul ,2018-06-04 00:00:00,Maluay Malatapay MPA,1,Deep,29,12,1,Trash - Fishing Line,>120,5,0,5,1,676d3e22399de246bcff9a22
Nora Hyman,Tobias Juul ,2018-06-04 00:00:00,Maluay Malatapay MPA,1,Deep,29,12,1,Drupella,0-5,3,0,3,1,676d3e22399de246bcff9a22
Nora Hyman,Tobias Juul ,2018-06-04 00:00:00,Maluay Malatapay MPA,1,Deep,29,12,1,Trash - Fishing Line,>120,5,0,5,1,676d3e22399de246bcff9a22
Nora Hyman,Tobias Juul ,2018-06-04 00:00:00,Maluay Malatapay MPA,1,Deep,29,12,1,Drupella,0-5,2,0,2,1,676d3e22399de246bcff9a22
Nora Hyman,Tobias Juul ,2018-06-04 00:00:00,Maluay Malatapay MPA,1,Deep,29,12,1,Trash - Hard Plastic (Other),5-10,1,0,1,1,676d3e22399de246bcff9a22
Nora Hyman,Tobias Juul ,2018-06-04 00:00:00,Maluay Malatapay MPA,1,Deep,29,12,1,Trash - Soft Plastic Wrapper,5-10,3,0,3,1,676d3e22399de246bcff9a22
