Period,Site,Corallivore Density,Corallivore Density_N,Corallivore Density_SD,Corallivore Density_SE,Corallivore Density_CI_low,Corallivore Density_CI_high,Corallivore Density_EB_low,Corallivore Density_EB_high,Detritivore Density,Detritivore Density_N,Detritivore Density_SD,Detritivore Density_SE,Detritivore Density_CI_low,Detritivore Density_CI_high,Detritivore Density_EB_low,Detritivore Density_EB_high,Omnivore Density,Omnivore Density_N,Omnivore Density_SD,Omnivore Density_SE,Omnivore Density_CI_low,Omnivore Density_CI_high,Omnivore Density_EB_low,Omnivore Density_EB_high,Carnivore Density,Carnivore Density_N,Carnivore Density_SD,Carnivore Density_SE,Carnivore Density_CI_low,Carnivore Density_CI_high,Carnivore Density_EB_low,Carnivore Density_EB_high,Herbivore Density,Herbivore Density_N,Herbivore Density_SD,Herbivore Density_SE,Herbivore Density_CI_low,Herbivore Density_CI_high,Herbivore Density_EB_low,Herbivore Density_EB_high,Total Density,Total Density_N,Total Density_SD,Total Density_SE,Total Density_CI_low,Total Density_CI_high,Total Density_EB_low,Total Density_EB_high,Total Biomass Density,Total Biomass Density_N,Total Biomass Density_SD,Total Biomass Density_SE,Total Biomass Density_CI_low,Total Biomass Density_CI_high,Total Biomass Density_EB_low,Total Biomass Density_EB_high,Commercial Density,Commercial Density_N,Commercial Density_SD,Commercial Density_SE,Commercial Density_CI_low,Commercial Density_CI_high,Commercial Density_EB_low,Commercial Density_EB_high,Commercial Biomass Density,Commercial Biomass Density_N,Commercial Biomass Density_SD,Commercial Biomass Density_SE,Commercial Biomass Density_CI_low,Commercial Biomass Density_CI_high,Commercial Biomass Density_EB_low,Commercial Biomass Density_EB_high,Species Richness,Number of Surveys,Average Species Richness,Species Richness Shallow,Number of Surveys Shallow,Average Species Richness Shallow,Species Richness Medium,Number of Surveys Medium,Average Species Richness Medium,Species Richness Deep,Number of Surveys Deep,Average Species Richness Deep
Spring 2024,Santa Catalina Manalongon,4.5,2,6.36,4.5,0.0,61.68,0.0,9.0,30.5,2,21.92,15.5,0.0,227.45,15.0,46.0,8.0,2,7.07,5.0,0.0,71.53,3.0,13.0,85.5,2,62.93,44.5,0.0,650.93,41.0,130.0,150.5,2,48.79,34.5,0.0,588.86,116.0,185.0,279.0,2,147.08,104.0,0.0,1600.45,175.0,383.0,5.46,2,1.4,0.99,0.0,18.05,4.47,6.45,48.5,2,44.55,31.5,0.0,448.75,17.0,80.0,2.47,2,1.84,1.3,0.0,19.05,1.17,3.78,21,2,10.5,21.0,2.0,10.5,,,,,,
Autumn 2024,Santa Catalina Manalongon,3.0,4,0.82,0.41,1.7,4.3,2.59,3.41,16.5,4,5.32,2.66,8.03,24.97,13.84,19.16,8.0,4,4.76,2.38,0.42,15.58,5.62,10.38,61.0,4,18.28,9.14,31.92,90.08,51.86,70.14,80.5,4,37.46,18.73,20.9,140.1,61.77,99.23,169.0,4,52.29,26.14,85.8,252.2,142.86,195.14,0.69,4,0.19,0.1,0.38,0.99,0.59,0.78,11.5,4,7.05,3.52,0.29,22.71,7.98,15.02,0.16,4,0.13,0.07,0.0,0.37,0.1,0.23,15,4,3.75,15.0,4.0,3.75,,,,,,
Spring 2025,Santa Catalina Manalongon,0.25,8,0.71,0.25,0.0,0.84,0.0,0.5,12.5,8,7.87,2.78,5.92,19.08,9.72,15.28,3.0,8,2.39,0.85,1.0,5.0,2.15,3.85,47.25,8,24.28,8.59,26.95,67.55,38.66,55.84,80.75,8,59.92,21.19,30.65,130.85,59.56,101.94,143.75,8,88.74,31.37,69.56,217.94,112.38,175.12,1.5,8,0.93,0.33,0.72,2.28,1.17,1.83,16.0,8,12.73,4.5,5.36,26.64,11.5,20.5,0.72,8,0.67,0.24,0.16,1.28,0.48,0.95,19,8,2.38,19.0,8.0,2.38,,,,,,
