Period,Site,Rubble Cover,Fresh Algae Cover,Soft Coral Cover,Hard Coral Cover,Bleaching
Winter 24/25,Mojon MPA,11.5,31.0,7.25,21.0,0.0
Spring 2025,Mojon MPA,20.5,28.0,0.5,31.5,0.88
Summer 2025,Mojon MPA,20.17,38.5,0.67,26.83,0.42
